battery_percentage,battery_age_years,ambient_temp,terrain_slope,speed_avg_kmph,acceleration_level,hvac_on,driving_mode,drive_type,top_speed_kmph,total_power_kw,total_torque_nm,battery_capacity_kwh,battery_per_kWh,battery_remaining_kWh,electric_range_km
42.97,5.69,mild,4.59,68.39,0.19,no,Sport,FWD,200.6,137.39,203.42,42.85,1.0,18.41,312.67
64.13,1.91,hot,4.37,22.54,0.95,no,Normal,RWD,193.49,135.33,504.0,44.01,1.46,28.22,303.38
38.51,4.61,cold,-1.29,95.22,0.24,yes,Eco,FWD,182.4,193.57,200.22,94.22,0.41,36.28,336.25
98.4,2.8,hot,-4.2,76.91,0.71,yes,Eco,FWD,244.21,166.35,335.04,73.39,1.34,72.22,493.1
73.92,3.69,hot,4.68,30.28,0.73,yes,Eco,FWD,246.29,68.75,424.83,33.64,2.2,24.87,300.06
12.25,7.07,cold,2.0,36.52,0.04,no,Eco,FWD,157.62,52.83,283.65,78.52,0.16,9.62,260.26
41.63,1.0,cold,4.42,53.64,0.14,yes,Normal,FWD,198.93,104.57,316.11,60.54,0.69,25.2,296.11
38.24,4.57,cold,1.75,59.32,0.65,yes,Normal,FWD,162.72,59.88,250.35,97.94,0.39,37.45,328.66
24.89,1.06,mild,2.4,74.88,0.04,yes,Sport,RWD,226.26,135.2,333.79,64.88,0.38,16.15,305.99
60.42,3.64,hot,0.07,79.94,0.81,no,Normal,FWD,194.91,63.94,343.37,91.37,0.66,55.21,451.47
63.34,2.57,mild,-0.73,95.36,0.33,yes,Eco,FWD,130.99,72.43,291.32,70.12,0.9,44.41,431.83
35.25,9.79,cold,4.6,89.59,0.27,no,Normal,FWD,228.61,138.45,306.74,38.75,0.91,13.66,248.39
16.47,9.24,cold,-2.81,83.95,0.34,no,Sport,RWD,196.69,137.22,430.07,59.13,0.28,9.74,223.73
16.06,1.81,hot,-1.97,109.25,0.68,no,Normal,RWD,131.72,142.59,216.81,31.47,0.51,5.05,238.06
67.61,1.26,hot,0.59,66.94,0.23,no,Normal,FWD,223.12,177.91,425.5,51.88,1.3,35.08,406.72
71.37,2.13,hot,2.88,105.41,0.91,no,Sport,RWD,127.15,196.04,249.61,55.31,1.29,39.47,351.46
64.27,6.61,cold,-3.6,22.66,0.35,no,Sport,RWD,220.87,129.88,341.7,47.0,1.37,30.21,286.04
25.09,0.01,hot,1.23,42.04,0.24,yes,Eco,FWD,237.76,145.39,264.78,30.47,0.82,7.64,270.0
15.4,2.19,hot,-4.79,84.31,0.95,yes,Normal,RWD,142.9,50.97,210.55,33.47,0.46,5.15,208.39
38.29,8.78,cold,3.23,30.44,0.98,yes,Sport,FWD,173.79,117.1,356.76,64.28,0.6,24.61,221.36
50.72,2.41,cold,-1.24,41.59,0.43,no,Sport,RWD,125.73,51.09,548.92,34.89,1.45,17.7,265.62
25.64,9.94,cold,4.17,23.25,0.69,yes,Normal,FWD,216.13,56.91,367.35,98.1,0.26,25.15,239.38
97.55,8.72,cold,0.8,22.22,0.09,no,Sport,FWD,194.01,192.64,438.47,86.59,1.13,84.47,503.16
24.12,4.92,cold,-0.43,117.76,0.94,yes,Sport,FWD,215.08,104.98,401.11,42.74,0.56,10.31,170.55
53.84,3.99,cold,-4.33,21.76,0.59,no,Normal,FWD,167.76,113.76,506.47,90.07,0.6,48.49,376.57
92.33,1.2,cold,-3.6,86.55,0.17,no,Normal,FWD,159.84,138.44,400.49,44.15,2.09,40.76,378.45
19.28,4.96,hot,-2.58,108.99,0.88,yes,Normal,RWD,193.87,92.76,428.3,68.89,0.28,13.28,210.96
67.56,0.57,hot,-0.22,80.08,0.81,yes,Eco,RWD,149.11,152.35,585.07,62.29,1.08,42.08,384.84
99.36,5.76,mild,2.23,43.14,0.04,no,Eco,RWD,130.07,144.44,293.47,75.19,1.32,74.71,551.12
47.4,1.14,cold,-0.3,98.47,0.34,no,Eco,FWD,201.21,140.31,243.52,30.3,1.56,14.36,291.99
34.17,7.83,cold,0.68,94.59,0.08,no,Normal,FWD,222.42,56.88,435.9,89.04,0.38,30.42,335.56
78.78,2.01,hot,3.26,84.76,0.57,no,Normal,FWD,125.66,107.77,313.44,87.89,0.9,69.24,505.42
35.94,8.81,mild,1.04,89.79,0.81,no,Sport,FWD,222.89,73.22,123.43,68.1,0.53,24.48,298.19
19.41,3.68,cold,3.56,33.87,0.77,no,Eco,FWD,180.19,159.84,354.26,62.29,0.31,12.09,250.57
79.96,2.75,hot,-0.51,120.14,0.64,no,Normal,FWD,179.44,150.43,507.66,67.59,1.18,54.04,438.52
90.0,9.18,hot,0.21,29.41,0.98,yes,Sport,RWD,126.17,117.07,373.26,63.04,1.43,56.74,362.61
23.37,6.59,cold,-3.76,72.35,0.17,no,Normal,RWD,227.88,89.66,377.35,43.19,0.54,10.09,247.76
61.34,8.92,cold,-0.57,121.99,0.54,yes,Eco,RWD,125.58,187.31,329.91,69.57,0.88,42.67,301.21
63.07,8.73,mild,0.05,87.03,0.76,no,Sport,FWD,124.1,126.38,113.31,59.04,1.07,37.24,355.61
90.62,0.97,cold,-2.37,97.4,0.0,yes,Normal,RWD,129.55,145.48,115.76,51.63,1.76,46.79,393.85
38.39,0.44,hot,4.79,112.97,0.87,yes,Eco,RWD,213.77,55.08,445.23,84.44,0.45,32.42,327.55
36.62,7.4,cold,-0.11,125.74,0.93,no,Normal,RWD,171.09,165.97,299.71,42.38,0.86,15.52,210.44
73.47,7.52,mild,-2.73,80.16,0.63,yes,Sport,FWD,165.25,103.43,337.78,48.75,1.51,35.82,322.33
54.18,8.02,mild,4.42,77.54,0.7,no,Eco,RWD,136.6,53.02,476.19,66.34,0.82,35.94,383.05
19.66,9.55,mild,3.1,98.04,0.89,no,Normal,FWD,130.35,198.82,487.21,41.31,0.48,8.12,233.54
41.24,6.72,hot,-1.61,51.3,0.62,yes,Eco,RWD,157.83,63.06,534.7,83.68,0.49,34.51,327.09
79.33,0.37,mild,-2.6,113.95,0.75,no,Sport,RWD,174.68,170.94,229.37,91.58,0.87,72.65,516.11
26.82,5.56,hot,-2.74,101.49,0.09,no,Normal,FWD,204.2,135.94,461.63,69.61,0.39,18.67,296.02
99.67,2.64,hot,-1.29,88.74,0.04,no,Normal,FWD,203.66,151.06,389.45,42.02,2.37,41.88,420.16
95.05,2.4,mild,-2.28,109.59,0.12,no,Sport,FWD,205.15,123.27,432.5,91.81,1.04,87.27,576.86
76.73,6.07,hot,0.52,49.11,0.28,yes,Eco,RWD,191.75,71.03,457.09,73.72,1.04,56.57,432.24
38.72,8.15,hot,-3.0,62.4,0.42,yes,Sport,FWD,148.69,181.35,107.37,87.86,0.44,34.02,311.09
29.05,5.5,mild,3.41,66.72,0.46,no,Eco,FWD,152.02,118.26,454.12,69.1,0.42,20.07,318.66
26.9,6.05,hot,-2.98,43.16,0.78,no,Sport,FWD,202.32,196.34,494.95,76.04,0.35,20.45,271.83
51.46,9.81,cold,-4.06,127.45,0.29,no,Normal,RWD,199.94,82.12,112.86,81.24,0.63,41.81,333.26
86.98,0.14,cold,2.49,114.77,0.09,yes,Normal,FWD,207.94,155.19,275.9,52.57,1.65,45.73,367.88
35.49,6.45,cold,1.58,43.13,0.73,yes,Normal,RWD,222.37,90.95,297.72,49.77,0.71,17.66,240.53
98.17,5.24,mild,0.41,87.76,0.02,yes,Normal,FWD,166.03,81.03,302.78,74.76,1.31,73.39,542.94
55.31,2.9,hot,2.28,121.51,0.14,yes,Sport,RWD,189.11,195.18,316.79,57.41,0.96,31.75,291.11
19.99,9.65,hot,2.63,46.96,0.78,yes,Sport,FWD,150.11,104.86,565.13,77.48,0.26,15.49,208.82
97.86,5.07,cold,-4.43,89.35,0.73,no,Normal,FWD,240.62,81.55,331.04,95.27,1.03,93.23,555.43
86.39,1.82,mild,3.72,77.62,0.25,no,Sport,FWD,226.93,113.11,407.81,58.62,1.47,50.64,460.95
53.01,4.62,cold,0.37,119.33,0.78,yes,Normal,RWD,191.57,73.66,442.7,97.76,0.54,51.82,351.0
36.66,3.37,cold,-2.71,28.38,0.99,no,Normal,RWD,229.2,189.38,389.44,67.95,0.54,24.91,268.31
29.89,2.99,mild,-1.9,78.37,0.75,no,Normal,RWD,225.64,194.28,187.86,44.89,0.67,13.42,293.61
36.43,1.51,mild,-4.41,35.53,0.44,yes,Sport,RWD,194.19,149.29,197.57,66.99,0.54,24.4,301.38
41.57,4.71,hot,0.78,74.07,0.65,no,Sport,FWD,176.73,160.99,389.35,97.91,0.42,40.7,378.53
42.98,4.85,mild,0.53,74.42,0.17,yes,Eco,FWD,235.43,52.9,538.02,38.45,1.12,16.53,302.15
90.06,4.18,mild,-0.24,31.31,0.9,no,Sport,RWD,159.78,148.31,334.66,44.37,2.03,39.96,372.02
20.46,8.59,cold,2.61,46.36,0.76,no,Normal,RWD,220.98,142.12,439.13,53.48,0.38,10.94,219.36
28.53,3.5,cold,3.19,78.9,0.06,yes,Eco,FWD,151.96,85.96,384.0,55.27,0.52,15.77,288.65
65.05,5.74,mild,2.73,79.24,0.62,yes,Sport,RWD,191.86,117.72,534.42,50.49,1.29,32.84,309.22
15.47,5.71,mild,-1.03,115.82,0.21,no,Sport,FWD,182.7,191.71,339.03,97.44,0.16,15.07,270.23
14.21,8.08,mild,-4.68,122.19,0.96,no,Eco,FWD,125.31,192.14,454.09,88.98,0.16,12.64,222.89
56.84,5.75,mild,-1.25,112.11,0.05,no,Eco,FWD,139.28,54.71,225.41,96.29,0.59,54.73,463.68
39.87,9.25,hot,-2.02,102.03,0.08,yes,Sport,FWD,154.81,161.81,476.5,32.02,1.25,12.77,222.69
47.53,8.15,hot,1.05,125.53,0.21,no,Eco,FWD,199.8,178.26,227.5,68.71,0.69,32.66,330.58
80.86,9.49,mild,-4.73,53.59,0.2,no,Sport,FWD,191.34,134.51,217.25,38.7,2.09,31.29,345.86
81.52,4.87,cold,-0.71,55.6,0.92,yes,Sport,FWD,170.89,193.18,486.63,88.89,0.92,72.46,440.88
67.13,1.28,hot,2.14,67.71,0.06,yes,Normal,FWD,196.13,87.21,270.84,76.55,0.88,51.39,453.4
50.38,7.35,hot,1.67,92.86,0.17,yes,Sport,FWD,228.63,125.42,548.93,88.82,0.57,44.75,350.11
78.59,4.74,hot,3.56,60.13,0.88,no,Sport,RWD,243.23,91.61,429.15,61.61,1.28,48.42,385.91
71.01,8.53,hot,-3.97,57.82,0.32,yes,Normal,RWD,234.88,59.2,362.11,30.84,2.3,21.9,284.0
69.35,2.73,cold,-2.24,121.73,0.7,yes,Normal,RWD,136.07,132.43,516.01,59.68,1.16,41.39,331.24
72.22,1.03,mild,-3.1,61.87,0.66,no,Sport,RWD,158.45,185.64,438.02,67.78,1.07,48.95,419.93
94.03,9.53,hot,1.58,44.86,0.04,yes,Normal,RWD,126.38,142.16,589.86,57.08,1.65,53.67,401.13
83.71,0.87,cold,1.62,55.81,0.88,yes,Normal,FWD,221.31,168.5,283.61,81.73,1.02,68.42,450.38
53.77,2.94,cold,-3.7,36.63,0.55,no,Normal,FWD,247.82,92.3,265.13,73.13,0.74,39.32,355.61
63.36,1.33,mild,3.21,77.87,0.7,yes,Eco,FWD,242.96,113.46,116.73,63.66,1.0,40.33,394.32
10.49,0.11,cold,-3.36,91.43,0.21,yes,Eco,FWD,139.45,141.15,265.69,95.54,0.11,10.02,258.31
34.31,3.26,cold,4.59,55.07,0.95,yes,Normal,FWD,138.95,86.5,157.18,58.95,0.58,20.23,232.25
78.45,9.31,cold,3.23,71.01,0.64,yes,Sport,RWD,225.07,121.59,328.89,37.12,2.11,29.12,263.39
69.96,6.04,cold,-3.66,24.11,0.86,yes,Sport,RWD,195.75,61.03,153.11,54.76,1.28,38.31,269.06
37.16,0.04,hot,-3.85,128.89,0.4,no,Eco,RWD,192.81,64.61,142.75,60.38,0.62,22.44,323.14
49.33,7.22,hot,-3.52,74.36,0.98,yes,Normal,RWD,158.48,138.52,484.21,98.81,0.5,48.74,351.9
69.29,7.54,hot,0.25,35.3,0.63,yes,Sport,FWD,129.27,137.91,135.19,68.27,1.01,47.3,352.81
29.95,9.21,cold,4.61,64.9,0.61,yes,Normal,FWD,232.91,73.05,280.45,83.01,0.36,24.86,251.72
35.38,9.22,mild,-1.36,91.82,0.11,yes,Sport,RWD,179.14,154.01,414.25,82.35,0.43,29.14,325.69
67.71,5.82,hot,4.59,107.39,0.37,yes,Sport,RWD,237.07,95.18,132.27,56.94,1.19,38.55,324.82
73.76,9.76,mild,-3.18,80.37,0.9,no,Normal,FWD,185.94,130.34,208.46,42.77,1.72,31.55,324.35
44.03,6.31,hot,4.89,66.38,0.64,no,Eco,FWD,239.25,111.61,382.76,64.47,0.68,28.39,331.09
20.1,0.58,cold,-0.37,101.31,0.49,no,Eco,FWD,164.27,139.94,510.27,66.33,0.3,13.33,284.28
38.79,0.71,cold,-4.16,47.81,0.99,no,Sport,RWD,215.87,66.3,558.73,78.26,0.5,30.36,317.91
99.66,2.49,hot,-2.09,40.93,0.31,yes,Normal,FWD,136.36,127.66,149.37,79.89,1.25,79.62,539.02
76.31,0.02,hot,1.59,90.28,0.56,no,Sport,FWD,158.44,52.91,200.91,56.01,1.36,42.74,415.71
12.16,8.91,cold,4.56,24.72,0.62,yes,Normal,FWD,156.8,138.9,585.82,87.65,0.14,10.66,171.66
79.1,6.08,mild,-2.25,32.06,0.33,no,Sport,FWD,207.36,114.11,275.31,47.01,1.68,37.18,359.11
83.15,2.28,cold,-2.09,100.73,0.94,yes,Eco,FWD,137.34,141.77,522.67,45.62,1.82,37.93,311.51
71.88,0.75,cold,1.29,76.92,0.88,no,Normal,RWD,123.17,52.02,306.75,71.34,1.01,51.28,429.38
27.63,2.63,cold,-2.87,75.69,0.34,yes,Sport,FWD,160.76,181.66,534.8,78.08,0.35,21.57,269.87
75.39,6.21,mild,0.97,75.41,0.68,yes,Normal,RWD,195.67,149.65,302.03,31.44,2.4,23.7,312.19
97.78,6.11,cold,-1.2,124.39,0.56,yes,Sport,FWD,180.74,111.46,433.6,98.39,0.99,96.21,520.11
15.06,5.22,cold,-2.68,52.68,0.97,no,Eco,FWD,141.16,189.77,136.99,89.62,0.17,13.5,227.65
17.58,8.35,cold,3.39,60.49,0.43,no,Sport,FWD,189.34,114.05,303.86,43.83,0.4,7.71,193.46
90.32,7.46,cold,-3.78,76.79,0.41,no,Sport,RWD,247.9,89.18,335.8,76.44,1.18,69.04,437.11
52.42,9.03,hot,4.51,61.19,0.17,no,Normal,RWD,159.31,128.88,243.2,39.67,1.32,20.8,279.97
16.0,1.19,cold,-3.7,126.03,0.52,yes,Sport,FWD,248.36,155.37,330.91,42.95,0.37,6.87,173.96
38.99,7.7,hot,-0.92,126.53,0.21,yes,Sport,RWD,152.78,101.41,120.94,88.02,0.44,34.32,280.84
83.45,3.7,hot,4.19,109.03,0.54,no,Eco,RWD,199.41,92.85,127.52,95.11,0.88,79.37,548.08
81.82,3.86,hot,3.49,76.63,0.38,yes,Normal,RWD,140.97,80.72,513.78,69.39,1.18,56.77,430.33
24.0,7.41,hot,-3.77,54.92,0.71,yes,Sport,RWD,217.94,59.99,419.7,93.44,0.26,22.43,247.54
53.35,0.72,hot,0.69,45.86,0.7,no,Sport,FWD,166.88,137.67,289.5,44.77,1.19,23.88,315.58
52.75,9.59,mild,0.35,111.52,0.78,yes,Normal,FWD,149.22,156.22,125.63,68.8,0.77,36.29,304.33
76.07,5.78,hot,1.69,79.6,0.51,no,Sport,FWD,242.15,142.44,152.01,32.77,2.32,24.93,317.96
70.93,0.88,hot,-2.2,96.36,0.81,yes,Normal,FWD,136.45,50.49,296.04,38.91,1.82,27.6,325.81
95.02,6.44,cold,-0.91,86.17,0.49,yes,Normal,FWD,144.32,99.6,599.42,91.39,1.04,86.84,519.95
77.02,3.56,cold,4.38,37.9,0.38,no,Normal,RWD,201.86,199.01,135.29,49.33,1.56,37.99,343.86
93.1,8.36,mild,3.95,20.86,0.11,no,Sport,FWD,174.08,116.26,463.3,73.46,1.27,68.39,477.51
19.7,1.12,hot,1.38,77.4,0.66,yes,Eco,RWD,133.89,148.94,155.69,46.23,0.43,9.11,264.23
48.45,9.22,hot,-1.74,127.17,0.28,no,Sport,RWD,202.25,78.04,187.06,45.39,1.07,21.99,249.99
92.73,9.68,hot,0.08,116.54,0.46,yes,Sport,RWD,143.85,133.98,567.97,69.89,1.33,64.81,412.14
34.9,4.11,hot,-1.72,87.76,0.75,yes,Sport,RWD,127.74,87.54,521.4,89.6,0.39,31.27,295.62
90.34,3.21,mild,-0.97,107.34,0.79,no,Eco,RWD,144.41,118.79,435.83,55.59,1.63,50.22,438.54
39.92,6.44,mild,-3.57,32.79,0.58,no,Sport,RWD,220.47,129.45,447.14,99.99,0.4,39.92,374.74
31.42,2.92,mild,-1.73,106.11,0.74,yes,Eco,FWD,129.86,54.98,376.99,94.5,0.33,29.69,332.99
73.92,0.07,mild,0.25,78.59,0.58,yes,Eco,FWD,224.74,85.53,297.91,32.29,2.29,23.87,362.99
35.22,5.35,hot,1.63,121.52,0.22,yes,Eco,FWD,227.05,165.66,552.26,57.14,0.62,20.12,274.83
21.94,3.07,mild,-2.32,81.28,0.98,no,Sport,RWD,242.36,54.09,452.32,37.3,0.59,8.18,251.65
62.42,0.1,cold,3.65,51.45,0.75,yes,Normal,RWD,182.38,164.62,365.99,41.46,1.51,25.88,296.93
71.81,3.84,cold,-1.1,127.27,0.04,no,Normal,RWD,247.4,90.45,462.62,66.72,1.08,47.91,388.27
45.32,6.06,cold,-1.83,95.81,0.92,no,Eco,RWD,140.11,94.54,419.86,85.01,0.53,38.53,353.64
73.22,0.36,hot,-4.45,109.54,0.89,no,Eco,FWD,168.23,182.28,214.29,77.04,0.95,56.41,432.35
14.29,6.96,mild,-3.86,27.15,0.36,yes,Normal,RWD,188.26,178.91,219.17,71.2,0.2,10.17,229.72
19.06,5.57,mild,-0.61,92.9,0.51,no,Sport,RWD,232.55,72.33,449.37,39.09,0.49,7.45,264.87
34.82,3.02,cold,-4.72,36.64,0.05,yes,Sport,FWD,199.12,170.65,520.09,77.33,0.45,26.93,272.5
63.8,0.35,mild,-2.26,43.49,0.54,yes,Normal,FWD,218.66,112.53,208.67,60.35,1.06,38.5,393.85
94.73,7.35,cold,1.31,74.79,0.49,no,Normal,RWD,144.27,116.16,141.81,96.13,0.99,91.06,557.38
63.39,6.87,mild,-2.79,112.75,0.9,no,Normal,FWD,187.65,170.59,441.07,76.86,0.82,48.72,400.3
64.66,7.99,mild,-1.98,49.32,0.12,no,Sport,RWD,165.25,108.48,142.14,96.27,0.67,62.25,465.12
76.46,0.43,hot,-1.74,66.35,0.21,no,Sport,FWD,131.86,156.06,244.19,80.86,0.95,61.83,488.4
20.23,2.46,hot,1.8,87.78,0.13,yes,Sport,FWD,129.07,79.44,145.87,79.78,0.25,16.14,290.41
53.22,1.45,hot,1.78,44.96,0.6,yes,Eco,RWD,233.22,114.13,308.47,65.36,0.81,34.78,371.23
95.57,6.91,cold,-4.01,22.27,0.77,yes,Sport,RWD,223.86,170.93,408.69,86.19,1.11,82.37,454.14
83.73,7.04,cold,3.18,86.48,0.22,yes,Eco,RWD,138.01,171.57,535.86,99.43,0.84,83.25,504.55
99.31,1.81,cold,3.45,79.32,0.5,no,Normal,FWD,153.01,167.49,147.15,81.76,1.21,81.2,532.88
21.26,3.59,mild,4.6,112.31,0.86,no,Eco,RWD,211.07,115.21,179.83,51.05,0.42,10.85,265.54
90.78,9.58,mild,-4.53,20.4,0.05,yes,Eco,FWD,249.07,134.41,355.81,52.68,1.72,47.82,381.71
84.87,2.92,cold,1.13,91.34,0.04,yes,Sport,RWD,142.43,106.62,256.58,73.41,1.16,62.3,443.28
19.75,4.07,cold,-2.63,51.9,0.78,no,Sport,RWD,247.1,178.03,474.67,81.64,0.24,16.12,251.26
96.64,9.74,mild,-4.85,34.63,0.52,no,Eco,RWD,225.72,164.1,293.62,44.99,2.15,43.48,389.99
67.41,3.41,hot,-2.36,99.59,0.17,yes,Sport,RWD,243.02,113.6,133.38,88.37,0.76,59.57,428.36
31.24,2.31,cold,1.37,127.04,0.0,no,Sport,RWD,234.47,100.12,299.68,76.77,0.41,23.98,293.86
34.12,7.08,cold,1.36,33.36,0.41,yes,Normal,RWD,238.77,190.36,412.0,96.87,0.35,33.05,303.41
89.17,7.96,mild,-4.84,98.4,0.46,yes,Sport,RWD,235.89,83.82,107.13,65.09,1.37,58.04,401.77
99.3,9.55,mild,-1.07,96.04,0.58,no,Eco,RWD,121.08,109.88,534.97,49.91,1.99,49.56,422.0
48.61,9.45,hot,0.6,45.81,0.7,yes,Normal,RWD,202.5,61.72,108.68,96.12,0.51,46.72,363.93
49.62,0.07,cold,-0.29,103.86,0.87,yes,Normal,RWD,220.41,85.01,311.46,44.96,1.1,22.31,287.49
25.76,1.28,mild,2.39,110.06,0.55,no,Sport,RWD,166.76,74.31,419.91,45.85,0.56,11.81,278.73
72.36,7.39,hot,3.45,81.14,0.97,no,Eco,FWD,230.44,132.87,439.08,30.07,2.41,21.76,280.88
75.32,7.68,cold,-4.42,91.17,0.28,yes,Sport,RWD,219.32,99.19,483.8,94.31,0.8,71.03,422.68
25.1,5.55,mild,0.69,39.05,0.58,yes,Sport,RWD,140.16,178.39,536.24,38.79,0.65,9.74,244.19
55.7,3.27,cold,-1.82,28.16,0.68,no,Normal,FWD,146.46,71.44,347.51,70.34,0.79,39.18,366.98
27.96,1.25,cold,4.57,32.93,0.04,no,Eco,FWD,242.56,59.9,361.2,34.28,0.82,9.58,265.83
45.78,0.98,cold,4.87,57.14,0.58,yes,Sport,FWD,134.09,179.06,221.26,79.33,0.58,36.32,320.19
95.8,8.21,mild,-4.01,127.39,0.29,yes,Normal,FWD,165.28,195.1,595.89,33.45,2.86,32.05,303.37
63.61,3.12,cold,-2.53,77.63,0.67,yes,Normal,RWD,181.08,110.61,272.13,49.54,1.28,31.51,310.53
57.26,8.67,mild,1.07,108.36,0.71,yes,Eco,FWD,123.52,101.86,472.17,73.05,0.78,41.83,350.97
75.76,2.4,cold,-0.62,127.07,0.91,yes,Normal,RWD,219.15,180.65,453.15,78.2,0.97,59.24,394.25
44.51,0.07,hot,4.12,94.39,0.9,no,Sport,RWD,146.16,183.54,378.28,42.48,1.05,18.91,281.18
18.75,0.04,cold,-1.81,69.78,0.25,yes,Sport,FWD,245.09,179.53,553.22,36.11,0.52,6.77,235.21
98.58,3.11,cold,-3.39,116.77,0.56,yes,Sport,FWD,208.55,99.18,202.16,98.3,1.0,96.9,533.12
92.51,6.83,mild,-4.41,27.15,0.77,no,Normal,FWD,121.28,146.56,290.49,95.95,0.96,88.76,554.42
81.62,8.15,hot,-2.62,124.1,0.87,yes,Normal,FWD,212.37,69.64,198.41,43.94,1.86,35.86,288.36
39.58,0.08,hot,1.56,53.25,0.91,no,Sport,FWD,205.56,51.95,400.43,53.15,0.74,21.04,305.14
77.71,1.59,cold,1.76,106.2,0.91,yes,Normal,RWD,208.46,164.63,273.76,97.51,0.8,75.78,470.06
22.89,9.33,cold,-3.25,112.15,0.28,yes,Sport,FWD,228.69,150.37,221.61,87.35,0.26,19.99,201.84
58.37,2.72,hot,-1.94,94.74,0.04,yes,Sport,FWD,217.4,155.56,545.65,58.5,1.0,34.15,338.61
13.24,3.23,cold,0.71,91.31,0.77,yes,Normal,FWD,189.89,95.57,522.77,50.44,0.26,6.68,219.61
68.08,9.74,cold,-3.85,90.12,0.57,yes,Normal,RWD,167.97,156.97,385.84,36.99,1.84,25.18,255.41
33.73,2.36,cold,0.73,21.16,0.14,yes,Normal,RWD,163.19,153.59,394.34,41.1,0.82,13.86,262.57
49.53,9.83,cold,-3.49,58.41,0.09,yes,Eco,FWD,146.24,137.06,248.12,32.45,1.53,16.07,233.68
74.38,6.49,mild,-1.79,57.64,0.6,no,Eco,RWD,214.83,159.7,488.44,48.2,1.54,35.85,378.38
54.37,5.41,cold,4.63,38.06,0.78,no,Sport,RWD,223.95,176.72,564.11,48.73,1.12,26.49,269.93
49.74,7.03,mild,-1.2,107.36,0.05,no,Normal,FWD,217.49,168.71,386.7,65.92,0.75,32.79,379.1
57.17,1.56,hot,-0.61,80.48,0.29,yes,Sport,RWD,235.14,112.31,275.15,98.63,0.58,56.39,443.29
71.46,4.02,hot,4.45,100.03,0.94,yes,Sport,FWD,171.39,105.75,295.16,47.51,1.5,33.95,300.24
76.51,7.27,mild,-4.15,114.18,0.13,yes,Normal,FWD,184.66,78.98,113.63,48.25,1.59,36.92,350.85
97.15,8.96,mild,4.0,42.21,0.1,no,Normal,RWD,157.13,154.42,402.48,89.72,1.08,87.16,572.96
25.86,2.23,hot,-0.91,93.55,0.62,no,Eco,RWD,211.77,73.72,443.1,81.67,0.32,21.12,314.63
40.14,0.41,cold,-1.45,22.49,0.77,no,Sport,FWD,154.89,61.44,503.48,61.95,0.65,24.87,280.92
63.17,3.45,cold,4.74,67.1,0.32,no,Sport,RWD,139.04,128.46,262.53,31.45,2.01,19.87,273.93
64.58,4.23,mild,-3.8,86.08,0.53,no,Eco,RWD,211.21,114.4,592.52,99.37,0.65,64.17,513.46
34.5,1.08,hot,-0.98,42.66,0.7,yes,Eco,RWD,155.34,104.16,467.09,37.6,0.92,12.97,281.14
66.96,0.18,mild,0.55,79.03,0.4,no,Normal,RWD,125.27,73.15,463.59,82.44,0.81,55.2,497.13
52.43,2.25,cold,-4.3,105.32,0.91,no,Eco,RWD,160.51,119.5,390.18,93.73,0.56,49.14,398.22
37.88,2.63,cold,-0.65,113.52,0.18,yes,Eco,FWD,131.08,160.83,435.82,95.01,0.4,35.99,327.27
11.87,8.26,hot,4.52,99.85,0.15,yes,Normal,FWD,123.0,61.53,306.68,96.09,0.12,11.41,231.85
30.25,0.96,hot,1.83,23.76,0.97,yes,Sport,FWD,175.21,168.89,332.76,90.54,0.33,27.39,272.77
34.28,9.08,cold,-1.5,65.43,0.48,yes,Sport,FWD,208.54,104.11,455.85,60.77,0.56,20.83,229.6
86.17,3.99,mild,-2.41,104.94,0.81,no,Normal,FWD,215.59,179.97,359.5,68.64,1.26,59.15,445.87
18.46,5.21,cold,-3.87,104.27,0.05,yes,Sport,FWD,140.58,111.28,297.61,81.37,0.23,15.02,221.95
76.06,0.0,cold,-4.45,123.37,0.57,no,Eco,RWD,184.64,82.81,516.34,74.47,1.02,56.64,428.87
42.38,6.76,cold,-3.21,22.21,0.08,no,Eco,RWD,161.06,50.77,111.75,75.8,0.56,32.12,333.61
75.79,9.14,hot,2.1,84.3,0.08,no,Normal,RWD,220.71,126.56,288.03,69.68,1.09,52.81,441.01
50.83,0.76,hot,4.85,92.77,0.28,no,Normal,RWD,154.42,150.88,487.36,99.3,0.51,50.47,433.96
39.5,3.78,mild,2.7,22.76,0.55,yes,Sport,RWD,232.74,146.67,194.85,76.63,0.52,30.27,307.73
21.4,1.77,hot,3.62,115.88,0.64,no,Normal,FWD,136.28,122.86,131.26,33.84,0.63,7.24,225.92
17.8,0.01,hot,-4.45,49.24,0.41,no,Normal,FWD,209.76,198.89,532.56,37.45,0.48,6.67,273.97
93.14,5.22,mild,-0.94,109.69,0.48,yes,Sport,FWD,128.59,155.39,387.77,59.99,1.55,55.87,398.63
57.97,2.91,cold,-2.25,90.59,0.32,yes,Normal,RWD,218.97,50.86,181.12,66.02,0.88,38.27,347.44
84.61,7.31,hot,-4.51,102.36,0.62,no,Sport,FWD,215.46,91.64,135.03,73.99,1.14,62.6,413.79
70.26,1.56,cold,-1.34,50.94,0.93,yes,Sport,RWD,204.71,150.06,542.76,92.14,0.76,64.74,408.0
22.86,6.28,mild,-4.08,38.79,0.07,yes,Sport,RWD,193.53,163.69,319.34,95.63,0.24,21.86,282.59
